sample_id,mode,prompt_tokens,context_tokens,generated_tokens,submit_ts_unix_ms,finish_ts_unix_ms,elapsed_ms,effective_prefill_ms,decode_ms_per_token,decode_tps,prefill_tps,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error
tok28672_s002_g256,decode,28672,28672,256,1774764807816,1774764818702,10886,,42.523438,23.516443,,cmpl-b7af6ee853ea1fa8,28672,256,200,
tok28672_s003_g128,decode,28672,28672,128,1774764810915,1774764818877,7962,,62.203125,16.076363,,cmpl-84a0444231bd2076,28672,128,200,
tok28672_s000_g512,decode,28672,28672,512,1774764793870,1774764823710,29840,,58.281250,17.158177,,cmpl-81ef07a714a82e28,28672,512,200,
tok28672_s003_g256,decode,28672,28672,256,1774764815745,1774764826752,11007,,42.996094,23.257927,,cmpl-819dcb39419b7088,28672,256,200,
tok28672_s004_g128,decode,28672,28672,128,1774764818877,1774764826926,8049,,62.882812,15.902597,,cmpl-9fd6e2689600be07,28672,128,200,
tok28672_s001_g512,decode,28672,28672,512,1774764802789,1774764832921,30132,,58.851562,16.991902,,cmpl-9bb38599ee2d442a,28672,512,200,
tok28672_s004_g256,decode,28672,28672,256,1774764823710,1774764834717,11007,,42.996094,23.257927,,cmpl-a36165a859f3b6cf,28672,256,200,
tok28672_s005_g128,decode,28672,28672,128,1774764826926,1774764834898,7972,,62.281250,16.056197,,cmpl-ab494475cb09995a,28672,128,200,
tok28672_s002_g512,decode,28672,28672,512,1774764810456,1774764840688,30232,,59.046875,16.935697,,cmpl-a233279b8268faaf,28672,512,200,
tok28672_s006_g128,decode,28672,28672,128,1774764834898,1774764842844,7946,,62.078125,16.108734,,cmpl-be7dfa093056a8f8,28672,128,200,
tok28672_s005_g256,decode,28672,28672,256,1774764832921,1774764843894,10973,,42.863281,23.329992,,cmpl-bb832e51db93c5e6,28672,256,200,
tok28672_s003_g512,decode,28672,28672,512,1774764818702,1774764848965,30263,,59.107422,16.918349,,cmpl-a5564934cd0a4c86,28672,512,200,
tok28672_s006_g256,decode,28672,28672,256,1774764840689,1774764851640,10951,,42.777344,23.376861,,cmpl-bc1d79717c046d6a,28672,256,200,
tok28672_s007_g128,decode,28672,28672,128,1774764843894,1774764851869,7975,,62.304688,16.050157,,cmpl-b31270b18564c241,28672,128,200,
tok28672_s004_g512,decode,28672,28672,512,1774764826752,1774764856947,30195,,58.974609,16.956450,,cmpl-82ed4641b644c863,28672,512,200,
tok28672_s008_g128,decode,28672,28672,128,1774764851870,1774764859814,7944,,62.062500,16.112790,,cmpl-aa97f8771d92ab79,28672,128,200,
tok28672_s007_g256,decode,28672,28672,256,1774764848965,1774764859915,10950,,42.773438,23.378995,,cmpl-964d2edeb1b7ff36,28672,256,200,
tok28672_s005_g512,decode,28672,28672,512,1774764834717,1774764864932,30215,,59.013672,16.945226,,cmpl-a01342cde6259d25,28672,512,200,
tok28672_s009_g128,decode,28672,28672,128,1774764859915,1774764867912,7997,,62.476562,16.006002,,cmpl-92ce81615d342832,28672,128,200,
tok28672_s008_g256,decode,28672,28672,256,1774764856947,1774764867963,11016,,43.031250,23.238925,,cmpl-b7b66353540814a3,28672,256,200,
tok28672_s006_g512,decode,28672,28672,512,1774764842844,1774764873109,30265,,59.111328,16.917231,,cmpl-ae06b4df36f0f393,28672,512,200,
tok28672_s010_g128,decode,28672,28672,128,1774764867964,1774764875980,8016,,62.625000,15.968064,,cmpl-a114f4c353a5cab1,28672,128,200,
tok28672_s009_g256,decode,28672,28672,256,1774764864932,1774764875982,11050,,43.164062,23.167421,,cmpl-85b51869d7d1e67e,28672,256,200,
tok28672_s007_g512,decode,28672,28672,512,1774764851640,1774764881919,30279,,59.138672,16.909409,,cmpl-95f7ec1b79330467,28672,512,200,
tok28672_s011_g128,decode,28672,28672,128,1774764875982,1774764884005,8023,,62.679688,15.954132,,cmpl-9a8e315151087142,28672,128,200,
tok28672_s010_g256,decode,28672,28672,256,1774764873109,1774764884107,10998,,42.960938,23.276959,,cmpl-9358bc92291a5d77,28672,256,200,
tok28672_s008_g512,decode,28672,28672,512,1774764859814,1774764885750,25936,,50.656250,19.740901,,cmpl-815cdf6a7f0b875b,28672,512,200,
tok28672_s011_g256,decode,28672,28672,256,1774764881919,1774764887924,6005,,23.457031,42.631141,,cmpl-b1e16a234689355f,28672,256,200,
tok28672_s009_g512,decode,28672,28672,512,1774764867912,1774764888749,20837,,40.697266,24.571675,,cmpl-bd0c5280e9b800c6,28672,512,200,
tok28672_s010_g512,decode,28672,28672,512,1774764875981,1774764891200,15219,,29.724609,33.642158,,cmpl-9a33a8a19f3c9d71,28672,512,200,
tok28672_s011_g512,decode,28672,28672,512,1774764884005,1774764893228,9223,,18.013672,55.513390,,cmpl-bbac6f16f7d60140,28672,512,200,
