sample_id,mode,prompt_tokens,context_tokens,generated_tokens,submit_ts_unix_ms,finish_ts_unix_ms,elapsed_ms,effective_prefill_ms,decode_ms_per_token,decode_tps,prefill_tps,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error
tok28672_s003_g128,decode,28672,28672,128,1774765636661,1774765644507,7846,,61.296875,16.314045,,cmpl-b17dae6a7b43a464,28672,128,200,
tok28672_s000_g512,decode,28672,28672,512,1774765619717,1774765649584,29867,,58.333984,17.142666,,cmpl-8252c16893f16ce0,28672,512,200,
tok28672_s003_g256,decode,28672,28672,256,1774765641618,1774765652477,10859,,42.417969,23.574915,,cmpl-89beb91a50dcf458,28672,256,200,
tok28672_s004_g128,decode,28672,28672,128,1774765644507,1774765652502,7995,,62.460938,16.010006,,cmpl-bb6b78b3b8ceeeab,28672,128,200,
tok28672_s001_g512,decode,28672,28672,512,1774765628530,1774765658427,29897,,58.392578,17.125464,,cmpl-8af4f5379040ba5c,28672,512,200,
tok28672_s005_g128,decode,28672,28672,128,1774765652502,1774765660362,7860,,61.406250,16.284987,,cmpl-aee647e3934f7df7,28672,128,200,
tok28672_s004_g256,decode,28672,28672,256,1774765649585,1774765660419,10834,,42.320312,23.629315,,cmpl-9e00c61e547ae137,28672,256,200,
tok28672_s002_g512,decode,28672,28672,512,1774765636383,1774765666313,29930,,58.457031,17.106582,,cmpl-b409d8ec97d84af3,28672,512,200,
tok28672_s006_g128,decode,28672,28672,128,1774765660419,1774765668429,8010,,62.578125,15.980025,,cmpl-ab763b547c94cb92,28672,128,200,
tok28672_s005_g256,decode,28672,28672,256,1774765658427,1774765669382,10955,,42.792969,23.368325,,cmpl-845a7722ec258f36,28672,256,200,
tok28672_s003_g512,decode,28672,28672,512,1774765644484,1774765674566,30082,,58.753906,17.020145,,cmpl-9218375d9045dbc4,28672,512,200,
tok28672_s006_g256,decode,28672,28672,256,1774765666313,1774765677232,10919,,42.652344,23.445370,,cmpl-8350926a08e23780,28672,256,200,
tok28672_s007_g128,decode,28672,28672,128,1774765669382,1774765677289,7907,,61.773438,16.188188,,cmpl-a0a7d3802197d327,28672,128,200,
tok28672_s004_g512,decode,28672,28672,512,1774765652477,1774765682922,30445,,59.462891,16.817211,,cmpl-b7f93ccbdedfe100,28672,512,200,
tok28672_s008_g128,decode,28672,28672,128,1774765677289,1774765685333,8044,,62.843750,15.912481,,cmpl-ad20709d490b9238,28672,128,200,
tok28672_s007_g256,decode,28672,28672,256,1774765674566,1774765685557,10991,,42.933594,23.291784,,cmpl-b7ec0848ad83f8d2,28672,256,200,
tok28672_s005_g512,decode,28672,28672,512,1774765660363,1774765690641,30278,,59.136719,16.909968,,cmpl-bd0638ebc30812f6,28672,512,200,
tok28672_s009_g128,decode,28672,28672,128,1774765685557,1774765693481,7924,,61.906250,16.153458,,cmpl-9229d773a75350dc,28672,128,200,
tok28672_s008_g256,decode,28672,28672,256,1774765682922,1774765693854,10932,,42.703125,23.417490,,cmpl-90519bd02b307e98,28672,256,200,
tok28672_s006_g512,decode,28672,28672,512,1774765668429,1774765698613,30184,,58.953125,16.962629,,cmpl-a84c1e1b975502df,28672,512,200,
tok28672_s009_g256,decode,28672,28672,256,1774765690641,1774765701602,10961,,42.816406,23.355533,,cmpl-9659d164a7ee9bb0,28672,256,200,
tok28672_s010_g128,decode,28672,28672,128,1774765693854,1774765701886,8032,,62.750000,15.936255,,cmpl-b515775f6ae1d335,28672,128,200,
tok28672_s007_g512,decode,28672,28672,512,1774765677232,1774765707517,30285,,59.150391,16.906059,,cmpl-be5b4d3821b5055f,28672,512,200,
tok28672_s010_g256,decode,28672,28672,256,1774765698613,1774765709640,11027,,43.074219,23.215743,,cmpl-8fb4d0820f1a0a0e,28672,256,200,
tok28672_s011_g128,decode,28672,28672,128,1774765701886,1774765709895,8009,,62.570312,15.982020,,cmpl-81f262cb6de637a9,28672,128,200,
tok28672_s008_g512,decode,28672,28672,512,1774765685333,1774765711241,25908,,50.601562,19.762236,,cmpl-b0f661a913e6901f,28672,512,200,
tok28672_s011_g256,decode,28672,28672,256,1774765707517,1774765713561,6044,,23.609375,42.356056,,cmpl-b0b33aa8683497ee,28672,256,200,
tok28672_s009_g512,decode,28672,28672,512,1774765693481,1774765714431,20950,,40.917969,24.439141,,cmpl-9df814678016134d,28672,512,200,
tok28672_s010_g512,decode,28672,28672,512,1774765701602,1774765716875,15273,,29.830078,33.523211,,cmpl-ae7189b1aace02d8,28672,512,200,
tok28672_s011_g512,decode,28672,28672,512,1774765709640,1774765718935,9295,,18.154297,55.083378,,cmpl-986f22998ba3dd1d,28672,512,200,
